origin,destination,carrier,planned_lead_time,current_transit_days,port_congestion_index,is_delayed,delay_days
Shenzhen,Chicago,DHL,37,35,0.6273371104253198,0,0
Shenzhen,Rotterdam,FedEx,39,27,0.8487369925931739,0,0
Penang,Chicago,FedEx,29,5,0.22986959120225436,0,0
Penang,LA,DHL,13,24,0.8173463233827895,1,11
Shenzhen,Rotterdam,Maersk,11,10,0.23490626113123858,0,0
Taipei,Rotterdam,Maersk,35,15,0.6767665412396405,0,0
Taipei,LA,FedEx,13,39,0.4306735714824551,1,26
Taipei,Chicago,Maersk,17,8,0.11468124237867017,0,0
Taipei,LA,DHL,22,33,0.7142634628218487,1,11
Shenzhen,LA,DHL,19,14,0.2177626185490178,0,0
Penang,Chicago,FedEx,27,33,0.17662342602459147,1,6
Taipei,LA,FedEx,18,42,0.3583229285893832,1,24
Shenzhen,Rotterdam,FedEx,39,5,0.6532902447594835,0,0
Taipei,Rotterdam,Maersk,10,44,0.2339964787906278,1,34
Taipei,Rotterdam,DHL,22,12,0.18366153878188574,0,0
Shenzhen,LA,DHL,27,42,0.009953625713364334,1,15
Penang,Rotterdam,DHL,24,21,0.4716430971017236,0,0
Penang,Rotterdam,FedEx,11,23,0.4286455693151827,1,12
Shenzhen,Rotterdam,DHL,20,37,0.23386774363737628,1,17
Penang,Rotterdam,Maersk,38,19,0.05365216400969075,0,0
Shenzhen,Rotterdam,Maersk,23,35,0.4292558745958369,1,12
Shenzhen,Rotterdam,DHL,31,25,0.7882051110716313,0,0
Shenzhen,LA,FedEx,24,7,0.715282131327177,0,0
Penang,Rotterdam,DHL,23,6,0.8607948898601703,0,0
Shenzhen,Rotterdam,Maersk,25,39,0.009582687713155624,1,14
Taipei,Chicago,Maersk,32,20,0.9664193168045985,0,0
Penang,LA,Maersk,38,25,0.34141225262744834,0,0
Penang,LA,DHL,24,16,0.9903977960919648,0,0
Penang,LA,Maersk,28,32,0.25261946060177465,1,4
Penang,LA,FedEx,36,16,0.4715363875782448,0,0
Taipei,Rotterdam,DHL,18,37,0.35392767657530366,1,19
Penang,Rotterdam,DHL,14,24,0.3557607149943026,1,10
Penang,Chicago,Maersk,14,44,0.8422820987482158,1,30
Shenzhen,Chicago,Maersk,20,25,0.7464189397373387,1,5
Penang,LA,FedEx,37,43,0.9921514352300481,1,6
Taipei,Chicago,DHL,29,40,0.6135146827175125,1,11
Taipei,Chicago,Maersk,34,26,0.46325660439450267,0,0
Taipei,LA,FedEx,33,30,0.09007386294689113,0,0
Taipei,LA,Maersk,37,11,0.9965614195138568,0,0
Penang,Chicago,DHL,13,11,0.5515306529322829,0,0
Penang,Rotterdam,Maersk,29,12,0.7004774696901418,0,0
Taipei,Chicago,DHL,27,30,0.4067423871913114,1,3
Taipei,Chicago,Maersk,34,28,0.5477157081792359,0,0
Penang,Rotterdam,DHL,12,28,0.9425777318928872,1,16
Taipei,Rotterdam,FedEx,13,44,0.16641943793160274,1,31
Shenzhen,LA,DHL,23,16,0.2923725843302546,0,0
Taipei,LA,FedEx,16,12,0.15205972777803234,0,0
Taipei,Chicago,DHL,35,13,0.7922159038047747,0,0
Shenzhen,Rotterdam,FedEx,17,7,0.06204526042182956,0,0
Shenzhen,LA,Maersk,33,25,0.0816316498513383,0,0
Penang,Chicago,DHL,25,35,0.2984941127873687,1,10
Penang,Rotterdam,Maersk,29,28,0.5141881809210113,0,0
Shenzhen,Chicago,FedEx,24,8,0.40627480055958654,0,0
Shenzhen,LA,DHL,16,24,0.04481631067080727,1,8
Penang,LA,DHL,35,20,0.9574915578709515,0,0
Taipei,Rotterdam,Maersk,26,14,0.9528695203580837,0,0
Shenzhen,Chicago,DHL,31,30,0.2793563232407599,0,0
Penang,Rotterdam,DHL,31,33,0.7315256152685815,1,2
Taipei,LA,Maersk,31,9,0.5785754113832238,0,0
Shenzhen,LA,DHL,21,15,0.23747669500562407,0,0
Taipei,Chicago,Maersk,27,33,0.26217155174161544,1,6
Penang,Chicago,Maersk,33,19,0.49115317431045047,0,0
Shenzhen,Chicago,Maersk,23,10,0.4192369414973601,0,0
Taipei,Rotterdam,Maersk,24,19,0.29122932823126424,0,0
Shenzhen,Chicago,Maersk,24,24,0.8075115963051489,0,0
Taipei,Chicago,FedEx,14,38,0.4814629176373849,1,24
Penang,LA,FedEx,25,6,0.6548480623891278,0,0
Penang,LA,Maersk,14,20,0.18927350016787547,1,6
Shenzhen,Chicago,FedEx,11,23,0.5335076625164867,1,12
Taipei,Chicago,FedEx,29,38,0.3179760494466215,1,9
Shenzhen,LA,DHL,37,18,0.5264136103948782,0,0
Shenzhen,Chicago,Maersk,34,28,0.7808258334109281,0,0
Taipei,Rotterdam,FedEx,18,32,0.7689132100912617,1,14
Taipei,Rotterdam,DHL,31,36,0.3542206780342759,1,5
Taipei,Rotterdam,DHL,36,41,0.6942771170796391,1,5
Penang,Chicago,Maersk,18,14,0.941289950394277,0,0
Shenzhen,LA,Maersk,13,13,0.6256693299249064,0,0
Shenzhen,Chicago,DHL,24,28,0.14841012338263715,1,4
Penang,Chicago,Maersk,20,40,0.6797086292790951,1,20
Taipei,LA,Maersk,10,33,0.10490438634931132,1,23
Penang,LA,DHL,27,33,0.8721104087930271,1,6
Penang,LA,DHL,38,27,0.5166604958019403,0,0
Penang,Rotterdam,Maersk,10,31,0.3851407363115795,1,21
Shenzhen,Chicago,FedEx,17,35,0.05700659464969238,1,18
Penang,LA,Maersk,34,11,0.3807837345921097,0,0
Shenzhen,Chicago,FedEx,25,8,0.9032066679157894,0,0
Shenzhen,Rotterdam,DHL,35,18,0.02098299628630318,0,0
Shenzhen,Rotterdam,FedEx,37,14,0.4746481577818049,0,0
Taipei,LA,DHL,31,38,0.9311580911106223,1,7
Shenzhen,LA,Maersk,27,30,0.3948409997650211,1,3
Shenzhen,Chicago,Maersk,31,27,0.4281756874621504,0,0
Taipei,LA,DHL,18,13,0.5785600551991199,0,0
Shenzhen,Chicago,DHL,21,41,0.4629373335771835,1,20
Penang,LA,DHL,28,12,0.16860169123755242,0,0
Penang,Chicago,Maersk,34,18,0.018555539069860405,0,0
Shenzhen,Chicago,Maersk,27,11,0.6098116579787016,0,0
Taipei,Chicago,FedEx,36,11,0.9208065870078121,0,0
Penang,Chicago,DHL,14,13,0.10636413302716563,0,0
Taipei,Rotterdam,FedEx,36,7,0.21095271925275338,0,0
Taipei,Chicago,Maersk,11,18,0.3702294858249735,1,7
Penang,LA,FedEx,16,21,0.8087422290211197,1,5
Taipei,Rotterdam,FedEx,36,26,0.2692603164709776,0,0
Penang,Rotterdam,Maersk,19,30,0.8820544042787685,1,11
Taipei,Chicago,Maersk,24,32,0.05495787465006641,1,8
Penang,Rotterdam,DHL,34,18,0.9409566212589349,0,0
Shenzhen,Chicago,FedEx,16,13,0.5607470778737649,0,0
Penang,LA,Maersk,37,30,0.6587776784877045,0,0
Penang,Chicago,Maersk,14,6,0.3676895225363531,0,0
Penang,Rotterdam,FedEx,24,15,0.7819942855110603,0,0
Penang,LA,Maersk,29,21,0.16656625008440606,0,0
Taipei,Chicago,DHL,37,38,0.04891182527848703,1,1
Shenzhen,LA,DHL,29,23,0.39551694310755714,0,0
Penang,LA,FedEx,24,43,0.8536957139810395,1,19
Taipei,Rotterdam,DHL,19,22,0.7549268366376947,1,3
Shenzhen,LA,Maersk,33,17,0.517155970488958,0,0
Shenzhen,Rotterdam,Maersk,35,9,0.5721377471653535,0,0
Shenzhen,LA,Maersk,38,27,0.12989282629875543,0,0
Shenzhen,Chicago,Maersk,35,28,0.8406815086175822,0,0
Penang,LA,FedEx,23,33,0.7869596829641969,1,10
Penang,Chicago,DHL,35,12,0.6564703938869427,0,0
Taipei,Chicago,DHL,35,30,0.46619103632893844,0,0
Taipei,LA,Maersk,19,19,0.9644592682795124,0,0
Taipei,Chicago,FedEx,26,5,0.8790319718764711,0,0
Shenzhen,LA,Maersk,30,32,0.6444304935146186,1,2
Shenzhen,LA,Maersk,23,18,0.3718009977172879,0,0
Penang,Chicago,FedEx,11,38,0.6180222786815124,1,27
Shenzhen,Chicago,FedEx,25,35,0.5754409265306654,1,10
Shenzhen,Rotterdam,Maersk,22,10,0.3942419878349164,0,0
Shenzhen,Chicago,DHL,36,9,0.3066739716880761,0,0
Taipei,Rotterdam,Maersk,18,35,0.4070107922373224,1,17
Taipei,Chicago,DHL,16,41,0.5739114060333979,1,25
Penang,LA,DHL,25,19,0.4281348447110944,0,0
Shenzhen,Chicago,FedEx,19,19,0.26357448820138385,0,0
Shenzhen,LA,FedEx,33,9,0.7609633177608087,0,0
Penang,LA,Maersk,31,32,0.5314674959574129,1,1
Shenzhen,LA,DHL,18,37,0.06767516322559997,1,19
Shenzhen,Rotterdam,DHL,31,15,0.3683165056261255,0,0
Taipei,Chicago,Maersk,32,10,0.8849134572119935,0,0
Penang,LA,Maersk,16,27,0.7552365311999519,1,11
Penang,LA,Maersk,25,44,0.3232467839440071,1,19
Penang,Rotterdam,FedEx,18,6,0.9381831520445091,0,0
Penang,Chicago,Maersk,36,19,0.07660290835821015,0,0
Taipei,Chicago,Maersk,33,27,0.9612347038921889,0,0
Taipei,Rotterdam,DHL,38,26,0.24570509248467565,0,0
Shenzhen,Rotterdam,Maersk,26,13,0.009094180302419264,0,0
Shenzhen,Chicago,DHL,29,44,0.4338080365183268,1,15
Shenzhen,Rotterdam,DHL,16,34,0.35897042968700865,1,18
Shenzhen,Chicago,FedEx,20,20,0.5390890052067938,0,0
Taipei,Chicago,Maersk,17,34,0.7967728605698454,1,17
Penang,LA,Maersk,16,13,0.8424308021504471,0,0
Taipei,LA,DHL,37,5,0.4012299996116918,0,0
Shenzhen,Chicago,FedEx,28,42,0.4298457437063502,1,14
Taipei,Chicago,FedEx,29,12,0.14817773032947368,0,0
Penang,Chicago,Maersk,21,22,0.047547608881163494,1,1
Penang,Chicago,DHL,16,31,0.6412149902350247,1,15
Taipei,Chicago,Maersk,17,22,0.06443762555269228,1,5
Taipei,Chicago,Maersk,16,36,0.7338301194214559,1,20
Taipei,Rotterdam,Maersk,15,36,0.5390901450222475,1,21
Shenzhen,Chicago,Maersk,34,40,0.1985829782260834,1,6
Taipei,Rotterdam,DHL,18,40,0.5395229435126496,1,22
Taipei,Rotterdam,FedEx,36,25,0.18299771660209885,0,0
Taipei,Chicago,Maersk,22,36,0.438737207510412,1,14
Penang,Chicago,Maersk,16,35,0.7995603162422289,1,19
Penang,Rotterdam,Maersk,17,41,0.4619192934106374,1,24
Shenzhen,Rotterdam,Maersk,31,20,0.14869931829754823,0,0
Shenzhen,Chicago,FedEx,26,18,0.7238286818229451,0,0
Penang,Chicago,FedEx,26,28,0.18676841627000884,1,2
Penang,Rotterdam,FedEx,25,29,0.7385498743701094,1,4
Penang,Rotterdam,FedEx,31,39,0.4793522892158333,1,8
Taipei,Rotterdam,Maersk,11,21,0.4537417590943016,1,10
Taipei,LA,DHL,39,8,0.8514350378574748,0,0
Penang,Rotterdam,FedEx,17,15,0.7086035243406688,0,0
Taipei,LA,FedEx,26,19,0.03291079695493926,0,0
Taipei,Chicago,Maersk,22,34,0.2961743146016024,1,12
Shenzhen,Chicago,Maersk,27,28,0.8709206608498986,1,1
Penang,Rotterdam,Maersk,33,6,0.01832616854519864,0,0
Penang,Chicago,Maersk,37,38,0.5452534462619704,1,1
Taipei,Chicago,DHL,31,27,0.7278256691739439,0,0
Penang,Chicago,DHL,37,35,0.6218560854845758,0,0
Shenzhen,Chicago,FedEx,19,41,0.7605322021044364,1,22
Shenzhen,LA,DHL,11,17,0.7256918489147458,1,6
Shenzhen,LA,FedEx,11,37,0.6920306951531133,1,26
Penang,Rotterdam,FedEx,36,11,0.8215398609256521,0,0
Penang,Rotterdam,DHL,23,36,0.6456906684495384,1,13
Penang,Rotterdam,FedEx,25,11,0.40241849425698206,0,0
Penang,Chicago,Maersk,16,42,0.47190910991458757,1,26
Penang,Chicago,FedEx,30,17,0.7167247826814506,0,0
Shenzhen,LA,Maersk,30,28,0.8763060296667939,0,0
Taipei,LA,DHL,33,32,0.2722188008397757,0,0
Shenzhen,Rotterdam,DHL,21,36,0.34207679597107077,1,15
Penang,LA,FedEx,37,22,0.9307393963624127,0,0
Shenzhen,LA,Maersk,32,38,0.5785117924094454,1,6
Penang,LA,FedEx,37,38,0.17896181713500103,1,1
Penang,LA,DHL,23,42,0.6636951389123827,1,19
Shenzhen,LA,FedEx,34,5,0.9907621555393796,0,0
Penang,Rotterdam,FedEx,13,35,0.8234535644704001,1,22
Taipei,Rotterdam,Maersk,35,5,0.7457411365514027,0,0
Penang,LA,DHL,13,20,0.20804665426626923,1,7
Taipei,Rotterdam,FedEx,27,43,0.8761397846840072,1,16
Taipei,Chicago,Maersk,12,19,0.5257888435355464,1,7
Penang,LA,FedEx,10,37,0.8892900220719556,1,27
Shenzhen,Chicago,Maersk,26,27,0.3298278294248793,1,1
Taipei,Rotterdam,Maersk,16,38,0.06205105263543276,1,22
Shenzhen,Rotterdam,FedEx,39,21,0.4759759686597461,0,0
Taipei,Chicago,DHL,25,29,0.26983760481787766,1,4
Penang,Rotterdam,DHL,39,10,0.7152292897762982,0,0
Penang,LA,Maersk,14,35,0.9571065528560324,1,21
Taipei,Chicago,DHL,28,9,0.6909741511515639,0,0
Penang,LA,Maersk,16,44,0.8869339297092035,1,28
Taipei,Chicago,DHL,23,44,0.45302401360120637,1,21
Penang,Rotterdam,FedEx,11,34,0.7716407371953017,1,23
Shenzhen,Chicago,DHL,12,9,0.8430434366717035,0,0
Penang,Chicago,Maersk,26,16,0.7108756275835424,0,0
Shenzhen,LA,Maersk,25,11,0.5077772860695646,0,0
Penang,Rotterdam,DHL,17,17,0.625866109615368,0,0
Shenzhen,LA,FedEx,27,8,0.7005069956788803,0,0
Penang,Rotterdam,Maersk,24,7,0.2530844032214269,0,0
Shenzhen,LA,Maersk,16,16,0.8095792609149848,0,0
Taipei,Chicago,Maersk,36,5,0.9503245389672733,0,0
Taipei,LA,Maersk,18,31,0.465239315179936,1,13
Shenzhen,Rotterdam,Maersk,15,17,0.7010671831098774,1,2
Penang,Rotterdam,FedEx,27,21,0.737025905790354,0,0
Shenzhen,Chicago,DHL,27,12,0.6622475475214803,0,0
Penang,Rotterdam,FedEx,34,36,0.5471151083286355,1,2
Taipei,LA,FedEx,35,24,0.8816479545748106,0,0
Penang,Chicago,Maersk,33,21,0.44892670926889444,0,0
Taipei,Rotterdam,FedEx,23,38,0.06110295648660358,1,15
Penang,Rotterdam,Maersk,23,39,0.8445563757121602,1,16
Penang,LA,FedEx,23,39,0.6739812723165507,1,16
Penang,LA,Maersk,34,42,0.8492586264996466,1,8
Shenzhen,Chicago,Maersk,13,28,0.1385474424446943,1,15
Shenzhen,Rotterdam,FedEx,13,22,0.03075294050971633,1,9
Taipei,LA,FedEx,24,43,0.9343745403825013,1,19
Taipei,Chicago,DHL,24,37,0.14772830585057428,1,13
Shenzhen,Rotterdam,DHL,27,27,0.8096523320704518,0,0
Taipei,Rotterdam,DHL,23,29,0.8232099421806358,1,6
Shenzhen,Chicago,FedEx,35,41,0.708705200549003,1,6
Penang,Chicago,FedEx,10,31,0.13126221109287095,1,21
Taipei,LA,Maersk,19,5,0.6673986245608076,0,0
Taipei,Rotterdam,DHL,38,25,0.8890865833268656,0,0
Shenzhen,Rotterdam,Maersk,29,14,0.42553164480088324,0,0
Taipei,Rotterdam,Maersk,19,35,0.41351685437859886,1,16
Taipei,Chicago,Maersk,19,29,0.4428583095794191,1,10
Penang,LA,Maersk,36,24,0.08227189067620644,0,0
Taipei,Rotterdam,DHL,33,6,0.8920255690299734,0,0
Penang,Chicago,Maersk,11,19,0.8691828639805104,1,8
Shenzhen,Rotterdam,FedEx,38,32,0.9979093217902862,0,0
Taipei,LA,FedEx,37,17,0.5851831414984134,0,0
Penang,Rotterdam,FedEx,36,18,0.7511916364513858,0,0
Shenzhen,LA,DHL,17,6,0.2026719063073047,0,0
Taipei,LA,Maersk,10,38,0.6675288182241695,1,28
Shenzhen,Rotterdam,DHL,10,39,0.6497328487573907,1,29
Taipei,Rotterdam,Maersk,13,41,0.9012087358416124,1,28
Shenzhen,LA,DHL,16,29,0.8307927228390741,1,13
Shenzhen,Chicago,DHL,18,19,0.9384664626177631,1,1
Penang,LA,Maersk,25,16,0.8688334727016075,0,0
Shenzhen,Rotterdam,DHL,14,13,0.868693894898852,0,0
Taipei,Rotterdam,Maersk,11,35,0.06372332668871827,1,24
Taipei,Chicago,FedEx,37,18,0.8459619526959559,0,0
Penang,LA,FedEx,32,33,0.6074783945031181,1,1
Taipei,LA,FedEx,20,42,0.3804444517659612,1,22
Taipei,LA,DHL,27,12,0.05651462438806232,0,0
Taipei,Rotterdam,FedEx,34,7,0.6776737747680467,0,0
Shenzhen,LA,Maersk,34,6,0.32820175053761746,0,0
Shenzhen,Chicago,FedEx,28,20,0.46777626498603475,0,0
Taipei,Rotterdam,FedEx,22,23,0.6817284370551343,1,1
Penang,Rotterdam,DHL,33,34,0.9117745470241428,1,1
Shenzhen,LA,Maersk,20,20,0.8254369156049984,0,0
Penang,Chicago,DHL,29,35,0.45059712910359984,1,6
Taipei,Rotterdam,DHL,28,32,0.3877831574463789,1,4
Taipei,Rotterdam,Maersk,26,8,0.23977973884404746,0,0
Shenzhen,LA,DHL,14,14,0.37242675117596824,0,0
Taipei,LA,Maersk,22,22,0.11104638729189831,0,0
Shenzhen,Chicago,FedEx,39,36,0.9711055083647545,0,0
Taipei,LA,Maersk,36,34,0.5739174439595789,0,0
Taipei,Chicago,Maersk,29,40,0.1278058427952129,1,11
Shenzhen,Rotterdam,Maersk,10,13,0.3528060092659058,1,3
Shenzhen,Chicago,DHL,19,40,0.547039143620656,1,21
Shenzhen,Chicago,Maersk,17,33,0.5328856366408696,1,16
Taipei,Chicago,Maersk,33,20,0.035503368718632355,0,0
Taipei,Rotterdam,Maersk,38,32,0.9508410342291114,0,0
Penang,LA,FedEx,17,25,0.2753756814749446,1,8
Shenzhen,Rotterdam,Maersk,28,6,0.01618466893189119,0,0
Taipei,LA,DHL,15,39,0.07644400895028247,1,24
Taipei,Chicago,Maersk,21,32,0.580194903247977,1,11
Shenzhen,Chicago,Maersk,37,40,0.13778552067509686,1,3
Penang,Chicago,FedEx,16,35,0.04172479285350328,1,19
Shenzhen,Chicago,Maersk,25,37,0.37962646641271136,1,12
Penang,Chicago,DHL,18,27,0.6227611923401886,1,9
Taipei,LA,Maersk,30,21,0.11183980484161238,0,0
Penang,LA,DHL,34,5,0.31332783215131554,0,0
Taipei,Chicago,FedEx,31,27,0.4177606716245422,0,0
Shenzhen,Rotterdam,Maersk,19,31,0.15946009778676717,1,12
Shenzhen,Rotterdam,FedEx,19,29,0.5060738984667101,1,10
Shenzhen,Chicago,Maersk,19,36,0.0852140869017709,1,17
Penang,LA,DHL,29,23,0.04651849634506866,0,0
Taipei,Rotterdam,FedEx,38,28,0.5198353671551348,0,0
Shenzhen,Rotterdam,Maersk,25,7,0.24789697275087563,0,0
Shenzhen,Rotterdam,DHL,10,16,0.09537380789802752,1,6
Taipei,Chicago,FedEx,26,39,0.4239125874876323,1,13
Shenzhen,Rotterdam,Maersk,39,19,0.9151407395173947,0,0
Taipei,Rotterdam,FedEx,35,21,0.7241924466541549,0,0
Taipei,Rotterdam,Maersk,30,36,0.8156159153470276,1,6
Taipei,Rotterdam,DHL,38,11,0.8719139887586365,0,0
Taipei,LA,DHL,23,23,0.9726277413964189,0,0
Taipei,Chicago,FedEx,28,11,0.763246573514173,0,0
Penang,Chicago,FedEx,30,9,0.6084079219394797,0,0
Shenzhen,LA,Maersk,30,44,0.3654258803022472,1,14
Penang,LA,DHL,26,25,0.18164323655771608,0,0
Shenzhen,Chicago,Maersk,23,11,0.6866598739832943,0,0
Penang,Rotterdam,DHL,17,41,0.9949499861219419,1,24
Taipei,Rotterdam,FedEx,30,27,0.46735868461891905,0,0
Shenzhen,Chicago,Maersk,30,15,0.7236793680928076,0,0
Shenzhen,Rotterdam,Maersk,18,14,0.49509244999315616,0,0
Penang,LA,DHL,17,25,0.4319334233634766,1,8
Penang,Rotterdam,DHL,22,37,0.4103056135599151,1,15
Shenzhen,Rotterdam,DHL,26,24,0.5046246829316976,0,0
Penang,Rotterdam,FedEx,28,37,0.36689566186537503,1,9
Penang,Chicago,Maersk,37,44,0.7487733218218078,1,7
Penang,LA,DHL,16,39,0.8742720265915166,1,23
Taipei,Rotterdam,FedEx,26,38,0.8828853066451842,1,12
Taipei,Chicago,DHL,10,40,0.22769871342582593,1,30
Penang,Rotterdam,Maersk,14,31,0.8959091387314908,1,17
Penang,LA,DHL,34,23,0.34155123185510505,0,0
Taipei,Rotterdam,Maersk,15,9,0.30930766548529764,0,0
Taipei,LA,FedEx,35,33,0.7267560573982359,0,0
Shenzhen,Rotterdam,FedEx,11,14,0.30469634008628943,1,3
Shenzhen,LA,DHL,36,44,0.05296640560971011,1,8
Taipei,Rotterdam,Maersk,34,17,0.373617772310308,0,0
Penang,LA,Maersk,25,33,0.721465600358349,1,8
Penang,Rotterdam,Maersk,31,9,0.3269584202701765,0,0
Penang,Rotterdam,DHL,14,16,0.6295590559951465,1,2
Penang,Chicago,Maersk,14,17,0.6601194442631304,1,3
Shenzhen,Chicago,Maersk,21,26,0.7337360117263562,1,5
Taipei,LA,Maersk,12,44,0.8971304663109364,1,32
Penang,Rotterdam,Maersk,39,19,0.43256449926843143,0,0
Shenzhen,LA,DHL,25,17,0.16643207666245707,0,0
Penang,Chicago,DHL,15,5,0.3189257154318894,0,0
Taipei,LA,Maersk,24,42,0.4321672551739859,1,18
Shenzhen,LA,Maersk,24,5,0.7138914693281131,0,0
Taipei,Chicago,FedEx,38,15,0.013122125561633502,0,0
Taipei,Rotterdam,FedEx,25,44,0.31578538343987894,1,19
Shenzhen,LA,Maersk,29,26,0.7798425810193168,0,0
Shenzhen,Chicago,Maersk,22,39,0.6708577033306954,1,17
Shenzhen,Rotterdam,FedEx,21,10,0.7317399735856052,0,0
Shenzhen,Chicago,FedEx,19,32,0.8118107694391947,1,13
Shenzhen,LA,Maersk,23,35,0.7832357188779623,1,12
Shenzhen,Rotterdam,DHL,11,12,0.6821831661527781,1,1
Shenzhen,Rotterdam,DHL,38,9,0.4396615323705906,0,0
Penang,Chicago,Maersk,12,21,0.9835983288781539,1,9
Taipei,Chicago,Maersk,18,42,0.5690731955900737,1,24
Shenzhen,Chicago,FedEx,20,13,0.20276920936883913,0,0
Penang,Rotterdam,FedEx,20,14,0.2928128551047844,0,0
Penang,Rotterdam,DHL,34,24,0.69356245597047,0,0
Penang,LA,Maersk,31,18,0.9247395651994635,0,0
Taipei,Rotterdam,FedEx,19,18,0.17872012920589753,0,0
Shenzhen,LA,DHL,35,30,0.08234649574578634,0,0
Penang,Chicago,DHL,23,33,0.8815310480420061,1,10
Taipei,Chicago,DHL,18,31,0.9152779789128344,1,13
Taipei,Rotterdam,FedEx,29,29,0.27637934531589947,0,0
Taipei,Chicago,FedEx,36,20,0.37728572437123986,0,0
Penang,Chicago,Maersk,30,40,0.6601879974978584,1,10
Shenzhen,Rotterdam,Maersk,19,38,0.3299300208424748,1,19
Penang,LA,DHL,31,20,0.8771587082700529,0,0
Penang,Rotterdam,DHL,38,37,0.10757870271386272,0,0
Shenzhen,LA,FedEx,18,7,0.03798222096019521,0,0
Shenzhen,Rotterdam,FedEx,38,27,0.2084862067427895,0,0
Shenzhen,Rotterdam,Maersk,14,15,0.286087778204969,1,1
Taipei,Chicago,Maersk,17,22,0.11292659128887506,1,5
Shenzhen,Rotterdam,Maersk,20,33,0.06569042934064673,1,13
Penang,Rotterdam,FedEx,10,9,0.7556077135017982,0,0
Shenzhen,LA,DHL,30,28,0.16427656590225737,0,0
Penang,Chicago,Maersk,19,33,0.913922199066304,1,14
Taipei,LA,Maersk,10,33,0.36799966144809604,1,23
Penang,LA,FedEx,35,30,0.6706058097213454,0,0
Penang,Chicago,Maersk,39,44,0.22540211476880023,1,5
Shenzhen,Chicago,DHL,31,7,0.24032276849186684,0,0
Shenzhen,Chicago,FedEx,16,6,0.5747092028675753,0,0
Penang,Rotterdam,Maersk,37,29,0.5606429251459861,0,0
Shenzhen,Chicago,Maersk,23,23,0.7687292280120813,0,0
Taipei,Chicago,FedEx,14,44,0.757813305694266,1,30
Taipei,Chicago,FedEx,26,6,0.6706877646636611,0,0
Shenzhen,LA,Maersk,31,23,0.449130565893491,0,0
Taipei,LA,DHL,35,5,0.8906403862806171,0,0
Shenzhen,Rotterdam,FedEx,30,31,0.6225784902212987,1,1
Penang,LA,DHL,15,39,0.9901984904623572,1,24
Penang,Rotterdam,Maersk,25,9,0.8193698179343586,0,0
Taipei,LA,DHL,20,42,0.044309811238326224,1,22
Shenzhen,Chicago,Maersk,19,8,0.32059390708031776,0,0
Shenzhen,LA,Maersk,24,21,0.5718757164709517,0,0
Taipei,Rotterdam,Maersk,16,25,0.7214695378714872,1,9
Penang,LA,Maersk,32,35,0.5503364977619415,1,3
Taipei,Chicago,DHL,11,26,0.7861304224621818,1,15
Penang,Rotterdam,Maersk,21,15,0.2826556527573446,0,0
Shenzhen,Chicago,Maersk,28,38,0.18391205123282506,1,10
Penang,Chicago,DHL,21,19,0.0539166837897701,0,0
Taipei,Rotterdam,FedEx,25,14,0.5733137445715221,0,0
Shenzhen,Chicago,DHL,15,42,0.6885995206754952,1,27
Taipei,Chicago,DHL,12,36,0.3261497171193616,1,24
Taipei,LA,DHL,11,35,0.6135841848558766,1,24
Penang,Chicago,Maersk,29,41,0.05215723085332924,1,12
Taipei,Chicago,Maersk,14,32,0.09929334629680364,1,18
Penang,Chicago,Maersk,20,35,0.7017547722584984,1,15
Shenzhen,Chicago,FedEx,35,10,0.36806970521729876,0,0
Penang,Rotterdam,Maersk,34,18,0.6713340311030056,0,0
Shenzhen,LA,FedEx,12,27,0.8317211202799181,1,15
Penang,Chicago,Maersk,12,20,0.8526224374761169,1,8
Taipei,Chicago,DHL,31,29,0.17216764546445096,0,0
Penang,Rotterdam,Maersk,14,43,0.4862855723513465,1,29
Penang,Chicago,FedEx,31,6,0.7339267236324865,0,0
Shenzhen,Rotterdam,FedEx,32,42,0.7739805962669104,1,10
Taipei,LA,Maersk,20,43,0.7846759807288776,1,23
Penang,LA,DHL,12,38,0.22816733438058445,1,26
Taipei,Chicago,Maersk,22,44,0.19253481772377334,1,22
Penang,Chicago,Maersk,30,29,0.5900124682736959,0,0
Penang,Chicago,Maersk,17,40,0.7410857977382197,1,23
Taipei,Rotterdam,DHL,29,20,0.3191395155341933,0,0
Penang,Chicago,FedEx,19,22,0.10470515686242154,1,3
Taipei,Chicago,DHL,11,17,0.7167463829100775,1,6
Penang,LA,FedEx,13,41,0.2996978313800045,1,28
Shenzhen,Chicago,FedEx,27,31,0.16636272431172183,1,4
Taipei,LA,FedEx,28,38,0.14772352839713165,1,10
Penang,Chicago,DHL,13,15,0.3149095475267163,1,2
Penang,LA,Maersk,29,5,0.5926780659137455,0,0
Shenzhen,Chicago,Maersk,35,17,0.3584022386938166,0,0
Taipei,LA,Maersk,18,34,0.02066185159343159,1,16
Penang,Rotterdam,Maersk,25,9,0.09690843467781107,0,0
Shenzhen,LA,Maersk,35,22,0.2905032471986191,0,0
Penang,LA,DHL,15,18,0.6597044821470919,1,3
Taipei,LA,DHL,34,17,0.09851507346853383,0,0
Penang,Chicago,DHL,13,36,0.5606568535006818,1,23
Penang,Chicago,DHL,18,11,0.11988587082400426,0,0
Penang,Chicago,DHL,36,12,0.2116153273493815,0,0
Penang,Rotterdam,DHL,22,11,0.17218852755576275,0,0
Shenzhen,Rotterdam,DHL,18,20,0.06722863557081049,1,2
Shenzhen,LA,Maersk,15,35,0.6713298173865903,1,20
